"","package","month","total"
"20699","tseries",2015-05-01,34928
"20700","tseries",2015-06-01,38154
"20701","tseries",2015-07-01,22896
"20702","tseries",2015-08-01,20592
"20703","tseries",2015-09-01,21733
"20704","tseries",2015-10-01,24178
"20705","tseries",2015-11-01,237365
"20706","tseries",2015-12-01,286887
"20707","tseries",2016-01-01,29962
"20708","tseries",2016-02-01,33095
"20709","tseries",2016-03-01,41535
"20710","tseries",2016-04-01,34655
"20711","tseries",2016-05-01,46827
"20712","tseries",2016-06-01,39415
"20713","tseries",2016-07-01,35645
"20714","tseries",2016-08-01,29312
"20715","tseries",2016-09-01,30531
"20716","tseries",2016-10-01,39327
"20717","tseries",2016-11-01,45789
"20718","tseries",2016-12-01,45031
"20719","tseries",2017-01-01,48786
"20720","tseries",2017-02-01,56033
"20721","tseries",2017-03-01,69559
"20722","tseries",2017-04-01,66016
"20723","tseries",2017-05-01,66661
"20724","tseries",2017-06-01,63961
"20725","tseries",2017-07-01,66310
"20726","tseries",2017-08-01,88525
"20727","tseries",2017-09-01,69465
"20728","tseries",2017-10-01,63212
"20729","tseries",2017-11-01,92725
"20730","tseries",2017-12-01,83480
"20731","tseries",2018-01-01,68873
"20732","tseries",2018-02-01,74809
"20733","tseries",2018-03-01,97018
"20734","tseries",2018-04-01,119119
"20735","tseries",2018-05-01,103116
"20736","tseries",2018-06-01,103051
"20737","tseries",2018-07-01,90609
"20738","tseries",2018-08-01,99163
"20739","tseries",2018-09-01,103644
"20740","tseries",2018-10-01,140357
"20741","tseries",2018-11-01,151085
"20742","tseries",2018-12-01,124854
"20743","tseries",2019-01-01,180114
"20744","tseries",2019-02-01,152058
"20745","tseries",2019-03-01,165521
"20746","tseries",2019-04-01,176063
"20747","tseries",2019-05-01,190904
"20748","tseries",2019-06-01,151743
"20749","tseries",2019-07-01,155468
"20750","tseries",2019-08-01,47513
"20751","tseriesChaos",2012-10-01,54
"20752","tseriesChaos",2012-11-01,352
"20753","tseriesChaos",2012-12-01,312
"20754","tseriesChaos",2013-01-01,438
"20755","tseriesChaos",2013-02-01,596
"20756","tseriesChaos",2013-03-01,786
"20757","tseriesChaos",2013-04-01,826
"20758","tseriesChaos",2013-05-01,1038
"20759","tseriesChaos",2013-06-01,954
"20760","tseriesChaos",2013-07-01,832
"20761","tseriesChaos",2013-08-01,894
"20762","tseriesChaos",2013-09-01,1020
"20763","tseriesChaos",2013-10-01,986
"20764","tseriesChaos",2013-11-01,866
"20765","tseriesChaos",2013-12-01,808
"20766","tseriesChaos",2014-01-01,998
"20767","tseriesChaos",2014-02-01,1072
"20768","tseriesChaos",2014-03-01,1046
"20769","tseriesChaos",2014-04-01,1448
"20770","tseriesChaos",2014-05-01,1154
"20771","tseriesChaos",2014-06-01,1046
"20772","tseriesChaos",2014-07-01,1026
"20773","tseriesChaos",2014-08-01,1712
"20774","tseriesChaos",2014-09-01,1230
"20775","tseriesChaos",2014-10-01,1506
"20776","tseriesChaos",2014-11-01,1508
"20777","tseriesChaos",2014-12-01,1300
"20778","tseriesChaos",2015-01-01,1706
"20779","tseriesChaos",2015-02-01,1404
"20780","tseriesChaos",2015-03-01,1984
"20781","tseriesChaos",2015-04-01,2218
"20782","tseriesChaos",2015-05-01,1996
"20783","tseriesChaos",2015-06-01,2066
"20784","tseriesChaos",2015-07-01,1428
"20785","tseriesChaos",2015-08-01,1704
"20786","tseriesChaos",2015-09-01,1834
"20787","tseriesChaos",2015-10-01,1956
"20788","tseriesChaos",2015-11-01,1832
"20789","tseriesChaos",2015-12-01,1684
"20790","tseriesChaos",2016-01-01,2128
"20791","tseriesChaos",2016-02-01,1852
"20792","tseriesChaos",2016-03-01,1942
"20793","tseriesChaos",2016-04-01,2066
"20794","tseriesChaos",2016-05-01,2112
"20795","tseriesChaos",2016-06-01,1886
"20796","tseriesChaos",2016-07-01,1694
"20797","tseriesChaos",2016-08-01,1336
"20798","tseriesChaos",2016-09-01,1666
"20799","tseriesChaos",2016-10-01,2082
"20800","tseriesChaos",2016-11-01,2206
"20801","tseriesChaos",2016-12-01,1624
"20802","tseriesChaos",2017-01-01,1906
"20803","tseriesChaos",2017-02-01,2110
"20804","tseriesChaos",2017-03-01,2076
"20805","tseriesChaos",2017-04-01,2544
"20806","tseriesChaos",2017-05-01,2658
"20807","tseriesChaos",2017-06-01,1950
"20808","tseriesChaos",2017-07-01,2102
"20809","tseriesChaos",2017-08-01,1550
"20810","tseriesChaos",2017-09-01,1886
"20811","tseriesChaos",2017-10-01,2130
"20812","tseriesChaos",2017-11-01,2044
"20813","tseriesChaos",2017-12-01,1638
"20814","tseriesChaos",2018-01-01,1802
"20815","tseriesChaos",2018-02-01,1474
"20816","tseriesChaos",2018-03-01,2278
"20817","tseriesChaos",2018-04-01,2638
"20818","tseriesChaos",2018-05-01,2744
"20819","tseriesChaos",2018-06-01,2230
"20820","tseriesChaos",2018-07-01,1890
"20821","tseriesChaos",2018-08-01,1732
"20822","tseriesChaos",2018-09-01,3060
"20823","tseriesChaos",2018-10-01,3984
"20824","tseriesChaos",2018-11-01,4254
"20825","tseriesChaos",2018-12-01,3382
"20826","tseriesChaos",2019-01-01,6620
"20827","tseriesChaos",2019-02-01,4492
"20828","tseriesChaos",2019-03-01,5620
"20829","tseriesChaos",2019-04-01,6738
"20830","tseriesChaos",2019-05-01,8160
"20831","tseriesChaos",2019-06-01,6012
"20832","tseriesChaos",2019-07-01,5970
"20833","tseriesChaos",2019-08-01,1468
"20834","tseriesEntropy",2012-10-01,0
"20835","tseriesEntropy",2012-11-01,0
"20836","tseriesEntropy",2012-12-01,0
"20837","tseriesEntropy",2013-01-01,0
"20838","tseriesEntropy",2013-02-01,0
"20839","tseriesEntropy",2013-03-01,0
"20840","tseriesEntropy",2013-04-01,0
"20841","tseriesEntropy",2013-05-01,0
"20842","tseriesEntropy",2013-06-01,0
"20843","tseriesEntropy",2013-07-01,0
"20844","tseriesEntropy",2013-08-01,0
"20845","tseriesEntropy",2013-09-01,0
"20846","tseriesEntropy",2013-10-01,0
"20847","tseriesEntropy",2013-11-01,0
"20848","tseriesEntropy",2013-12-01,0
"20849","tseriesEntropy",2014-01-01,0
"20850","tseriesEntropy",2014-02-01,0
"20851","tseriesEntropy",2014-03-01,0
"20852","tseriesEntropy",2014-04-01,0
"20853","tseriesEntropy",2014-05-01,0
"20854","tseriesEntropy",2014-06-01,0
"20855","tseriesEntropy",2014-07-01,0
"20856","tseriesEntropy",2014-08-01,0
"20857","tseriesEntropy",2014-09-01,0
"20858","tseriesEntropy",2014-10-01,0
"20859","tseriesEntropy",2014-11-01,0
"20860","tseriesEntropy",2014-12-01,0
"20861","tseriesEntropy",2015-01-01,0
"20862","tseriesEntropy",2015-02-01,0
"20863","tseriesEntropy",2015-03-01,0
"20864","tseriesEntropy",2015-04-01,0
"20865","tseriesEntropy",2015-05-01,0
"20866","tseriesEntropy",2015-06-01,0
"20867","tseriesEntropy",2015-07-01,192
"20868","tseriesEntropy",2015-08-01,243
"20869","tseriesEntropy",2015-09-01,339
"20870","tseriesEntropy",2015-10-01,326
"20871","tseriesEntropy",2015-11-01,266
"20872","tseriesEntropy",2015-12-01,294
"20873","tseriesEntropy",2016-01-01,331
"20874","tseriesEntropy",2016-02-01,253
"20875","tseriesEntropy",2016-03-01,242
"20876","tseriesEntropy",2016-04-01,194
"20877","tseriesEntropy",2016-05-01,237
"20878","tseriesEntropy",2016-06-01,220
"20879","tseriesEntropy",2016-07-01,245
"20880","tseriesEntropy",2016-08-01,170
"20881","tseriesEntropy",2016-09-01,224
"20882","tseriesEntropy",2016-10-01,195
"20883","tseriesEntropy",2016-11-01,267
"20884","tseriesEntropy",2016-12-01,183
"20885","tseriesEntropy",2017-01-01,228
"20886","tseriesEntropy",2017-02-01,190
"20887","tseriesEntropy",2017-03-01,175
"20888","tseriesEntropy",2017-04-01,596
"20889","tseriesEntropy",2017-05-01,361
"20890","tseriesEntropy",2017-06-01,245
"20891","tseriesEntropy",2017-07-01,287
"20892","tseriesEntropy",2017-08-01,225
"20893","tseriesEntropy",2017-09-01,247
"20894","tseriesEntropy",2017-10-01,323
"20895","tseriesEntropy",2017-11-01,220
"20896","tseriesEntropy",2017-12-01,155
"20897","tseriesEntropy",2018-01-01,203
"20898","tseriesEntropy",2018-02-01,144
"20899","tseriesEntropy",2018-03-01,183
"20900","tseriesEntropy",2018-04-01,273
"20901","tseriesEntropy",2018-05-01,253
"20902","tseriesEntropy",2018-06-01,178
"20903","tseriesEntropy",2018-07-01,175
"20904","tseriesEntropy",2018-08-01,157
"20905","tseriesEntropy",2018-09-01,381
"20906","tseriesEntropy",2018-10-01,286
"20907","tseriesEntropy",2018-11-01,330
"20908","tseriesEntropy",2018-12-01,259
"20909","tseriesEntropy",2019-01-01,347
"20910","tseriesEntropy",2019-02-01,353
"20911","tseriesEntropy",2019-03-01,405
"20912","tseriesEntropy",2019-04-01,399
"20913","tseriesEntropy",2019-05-01,654
"20914","tseriesEntropy",2019-06-01,297
"20915","tseriesEntropy",2019-07-01,492
"20916","tseriesEntropy",2019-08-01,97
"20917","tsfa",2012-10-01,64
"20918","tsfa",2012-11-01,708
"20919","tsfa",2012-12-01,500
"20920","tsfa",2013-01-01,752
"20921","tsfa",2013-02-01,1208
"20922","tsfa",2013-03-01,1524
"20923","tsfa",2013-04-01,1356
"20924","tsfa",2013-05-01,1196
"20925","tsfa",2013-06-01,1520
"20926","tsfa",2013-07-01,1224
"20927","tsfa",2013-08-01,1540
"20928","tsfa",2013-09-01,1724
"20929","tsfa",2013-10-01,1388
"20930","tsfa",2013-11-01,1332
"20931","tsfa",2013-12-01,1236
"20932","tsfa",2014-01-01,1612
"20933","tsfa",2014-02-01,3060
"20934","tsfa",2014-03-01,2908
"20935","tsfa",2014-04-01,2612
"20936","tsfa",2014-05-01,1572
"20937","tsfa",2014-06-01,1560
"20938","tsfa",2014-07-01,1756
"20939","tsfa",2014-08-01,2936
"20940","tsfa",2014-09-01,2024
"20941","tsfa",2014-10-01,2088
"20942","tsfa",2014-11-01,2216
"20943","tsfa",2014-12-01,1792
"20944","tsfa",2015-01-01,2848
"20945","tsfa",2015-02-01,2168
"20946","tsfa",2015-03-01,2912
"20947","tsfa",2015-04-01,3296
"20948","tsfa",2015-05-01,3716
"20949","tsfa",2015-06-01,3268
"20950","tsfa",2015-07-01,2236
"20951","tsfa",2015-08-01,2488
"20952","tsfa",2015-09-01,2696
"20953","tsfa",2015-10-01,2896
"20954","tsfa",2015-11-01,2384
"20955","tsfa",2015-12-01,2144
"20956","tsfa",2016-01-01,2284
"20957","tsfa",2016-02-01,2316
"20958","tsfa",2016-03-01,1852
"20959","tsfa",2016-04-01,2016
"20960","tsfa",2016-05-01,2000
"20961","tsfa",2016-06-01,1784
"20962","tsfa",2016-07-01,1808
"20963","tsfa",2016-08-01,1288
"20964","tsfa",2016-09-01,2048
"20965","tsfa",2016-10-01,2120
"20966","tsfa",2016-11-01,1888
"20967","tsfa",2016-12-01,1200
"20968","tsfa",2017-01-01,2088
"20969","tsfa",2017-02-01,2308
"20970","tsfa",2017-03-01,1776
"20971","tsfa",2017-04-01,2420
"20972","tsfa",2017-05-01,2076
"20973","tsfa",2017-06-01,1460
"20974","tsfa",2017-07-01,2172
"20975","tsfa",2017-08-01,1672
"20976","tsfa",2017-09-01,2008
"20977","tsfa",2017-10-01,1836
"20978","tsfa",2017-11-01,1920
"20979","tsfa",2017-12-01,960
"20980","tsfa",2018-01-01,1812
"20981","tsfa",2018-02-01,1380
"20982","tsfa",2018-03-01,1636
"20983","tsfa",2018-04-01,1824
"20984","tsfa",2018-05-01,1940
"20985","tsfa",2018-06-01,1520
"20986","tsfa",2018-07-01,1340
"20987","tsfa",2018-08-01,1404
"20988","tsfa",2018-09-01,3440
"20989","tsfa",2018-10-01,2424
"20990","tsfa",2018-11-01,2628
"20991","tsfa",2018-12-01,2016
"20992","tsfa",2019-01-01,2688
"20993","tsfa",2019-02-01,2940
"20994","tsfa",2019-03-01,3104
"20995","tsfa",2019-04-01,2736
"20996","tsfa",2019-05-01,4524
"20997","tsfa",2019-06-01,2348
"20998","tsfa",2019-07-01,3800
"20999","tsfa",2019-08-01,828
"21000","tsfeatures",2012-10-01,0
"21001","tsfeatures",2012-11-01,0
"21002","tsfeatures",2012-12-01,0
"21003","tsfeatures",2013-01-01,0
"21004","tsfeatures",2013-02-01,0
"21005","tsfeatures",2013-03-01,0
"21006","tsfeatures",2013-04-01,0
"21007","tsfeatures",2013-05-01,0
"21008","tsfeatures",2013-06-01,0
"21009","tsfeatures",2013-07-01,0
"21010","tsfeatures",2013-08-01,0
"21011","tsfeatures",2013-09-01,0
"21012","tsfeatures",2013-10-01,0
"21013","tsfeatures",2013-11-01,0
"21014","tsfeatures",2013-12-01,0
"21015","tsfeatures",2014-01-01,0
"21016","tsfeatures",2014-02-01,0
"21017","tsfeatures",2014-03-01,0
"21018","tsfeatures",2014-04-01,0
"21019","tsfeatures",2014-05-01,0
"21020","tsfeatures",2014-06-01,0
"21021","tsfeatures",2014-07-01,0
"21022","tsfeatures",2014-08-01,0
"21023","tsfeatures",2014-09-01,0
"21024","tsfeatures",2014-10-01,0
"21025","tsfeatures",2014-11-01,0
"21026","tsfeatures",2014-12-01,0
"21027","tsfeatures",2015-01-01,0
"21028","tsfeatures",2015-02-01,0
"21029","tsfeatures",2015-03-01,0
"21030","tsfeatures",2015-04-01,0
"21031","tsfeatures",2015-05-01,0
"21032","tsfeatures",2015-06-01,0
"21033","tsfeatures",2015-07-01,0
"21034","tsfeatures",2015-08-01,0
"21035","tsfeatures",2015-09-01,0
"21036","tsfeatures",2015-10-01,0
"21037","tsfeatures",2015-11-01,0
"21038","tsfeatures",2015-12-01,0
"21039","tsfeatures",2016-01-01,0
"21040","tsfeatures",2016-02-01,0
"21041","tsfeatures",2016-03-01,0
"21042","tsfeatures",2016-04-01,0
"21043","tsfeatures",2016-05-01,0
"21044","tsfeatures",2016-06-01,0
"21045","tsfeatures",2016-07-01,0
"21046","tsfeatures",2016-08-01,0
"21047","tsfeatures",2016-09-01,0
"21048","tsfeatures",2016-10-01,0
"21049","tsfeatures",2016-11-01,0
"21050","tsfeatures",2016-12-01,0
"21051","tsfeatures",2017-01-01,0
"21052","tsfeatures",2017-02-01,0
"21053","tsfeatures",2017-03-01,0
"21054","tsfeatures",2017-04-01,0
"21055","tsfeatures",2017-05-01,0
"21056","tsfeatures",2017-06-01,0
"21057","tsfeatures",2017-07-01,0
"21058","tsfeatures",2017-08-01,0
"21059","tsfeatures",2017-09-01,0
"21060","tsfeatures",2017-10-01,0
"21061","tsfeatures",2017-11-01,0
"21062","tsfeatures",2017-12-01,0
"21063","tsfeatures",2018-01-01,0
"21064","tsfeatures",2018-02-01,0
"21065","tsfeatures",2018-03-01,0
"21066","tsfeatures",2018-04-01,0
"21067","tsfeatures",2018-05-01,0
"21068","tsfeatures",2018-06-01,0
"21069","tsfeatures",2018-07-01,0
"21070","tsfeatures",2018-08-01,0
"21071","tsfeatures",2018-09-01,0
"21072","tsfeatures",2018-10-01,0
"21073","tsfeatures",2018-11-01,0
"21074","tsfeatures",2018-12-01,0
"21075","tsfeatures",2019-01-01,0
"21076","tsfeatures",2019-02-01,455
"21077","tsfeatures",2019-03-01,617
"21078","tsfeatures",2019-04-01,800
"21079","tsfeatures",2019-05-01,876
"21080","tsfeatures",2019-06-01,517
"21081","tsfeatures",2019-07-01,724
"21082","tsfeatures",2019-08-01,170
"21083","tsfknn",2012-10-01,0
"21084","tsfknn",2012-11-01,0
"21085","tsfknn",2012-12-01,0
"21086","tsfknn",2013-01-01,0
"21087","tsfknn",2013-02-01,0
"21088","tsfknn",2013-03-01,0
"21089","tsfknn",2013-04-01,0
"21090","tsfknn",2013-05-01,0
"21091","tsfknn",2013-06-01,0
"21092","tsfknn",2013-07-01,0
"21093","tsfknn",2013-08-01,0
"21094","tsfknn",2013-09-01,0
"21095","tsfknn",2013-10-01,0
"21096","tsfknn",2013-11-01,0
"21097","tsfknn",2013-12-01,0
"21098","tsfknn",2014-01-01,0
"21099","tsfknn",2014-02-01,0
"21100","tsfknn",2014-03-01,0
"21101","tsfknn",2014-04-01,0
"21102","tsfknn",2014-05-01,0
"21103","tsfknn",2014-06-01,0
"21104","tsfknn",2014-07-01,0
"21105","tsfknn",2014-08-01,0
"21106","tsfknn",2014-09-01,0
"21107","tsfknn",2014-10-01,0
"21108","tsfknn",2014-11-01,0
"21109","tsfknn",2014-12-01,0
"21110","tsfknn",2015-01-01,0
"21111","tsfknn",2015-02-01,0
"21112","tsfknn",2015-03-01,0
"21113","tsfknn",2015-04-01,0
"21114","tsfknn",2015-05-01,0
"21115","tsfknn",2015-06-01,0
"21116","tsfknn",2015-07-01,0
"21117","tsfknn",2015-08-01,0
"21118","tsfknn",2015-09-01,0
"21119","tsfknn",2015-10-01,0
"21120","tsfknn",2015-11-01,0
"21121","tsfknn",2015-12-01,0
"21122","tsfknn",2016-01-01,0
"21123","tsfknn",2016-02-01,0
"21124","tsfknn",2016-03-01,0
"21125","tsfknn",2016-04-01,0
"21126","tsfknn",2016-05-01,0
"21127","tsfknn",2016-06-01,0
"21128","tsfknn",2016-07-01,0
"21129","tsfknn",2016-08-01,0
"21130","tsfknn",2016-09-01,0
"21131","tsfknn",2016-10-01,0
"21132","tsfknn",2016-11-01,0
"21133","tsfknn",2016-12-01,0
"21134","tsfknn",2017-01-01,0
"21135","tsfknn",2017-02-01,0
"21136","tsfknn",2017-03-01,0
"21137","tsfknn",2017-04-01,0
"21138","tsfknn",2017-05-01,0
"21139","tsfknn",2017-06-01,0
"21140","tsfknn",2017-07-01,0
"21141","tsfknn",2017-08-01,0
"21142","tsfknn",2017-09-01,0
"21143","tsfknn",2017-10-01,0
"21144","tsfknn",2017-11-01,0
"21145","tsfknn",2017-12-01,0
"21146","tsfknn",2018-01-01,0
"21147","tsfknn",2018-02-01,0
"21148","tsfknn",2018-03-01,88
"21149","tsfknn",2018-04-01,203
"21150","tsfknn",2018-05-01,245
"21151","tsfknn",2018-06-01,176
"21152","tsfknn",2018-07-01,192
"21153","tsfknn",2018-08-01,190
"21154","tsfknn",2018-09-01,345
"21155","tsfknn",2018-10-01,299
"21156","tsfknn",2018-11-01,295
"21157","tsfknn",2018-12-01,244
"21158","tsfknn",2019-01-01,363
"21159","tsfknn",2019-02-01,346
"21160","tsfknn",2019-03-01,374
"21161","tsfknn",2019-04-01,668
"21162","tsfknn",2019-05-01,652
"21163","tsfknn",2019-06-01,334
"21164","tsfknn",2019-07-01,435
"21165","tsfknn",2019-08-01,129
"21166","tsibble",2012-10-01,0
"21167","tsibble",2012-11-01,0
"21168","tsibble",2012-12-01,0
"21169","tsibble",2013-01-01,0
"21170","tsibble",2013-02-01,0
"21171","tsibble",2013-03-01,0
"21172","tsibble",2013-04-01,0
"21173","tsibble",2013-05-01,0
"21174","tsibble",2013-06-01,0
"21175","tsibble",2013-07-01,0
"21176","tsibble",2013-08-01,0
"21177","tsibble",2013-09-01,0
"21178","tsibble",2013-10-01,0
"21179","tsibble",2013-11-01,0
"21180","tsibble",2013-12-01,0
"21181","tsibble",2014-01-01,0
"21182","tsibble",2014-02-01,0
"21183","tsibble",2014-03-01,0
"21184","tsibble",2014-04-01,0
"21185","tsibble",2014-05-01,0
"21186","tsibble",2014-06-01,0
"21187","tsibble",2014-07-01,0
"21188","tsibble",2014-08-01,0
"21189","tsibble",2014-09-01,0
"21190","tsibble",2014-10-01,0
"21191","tsibble",2014-11-01,0
"21192","tsibble",2014-12-01,0
"21193","tsibble",2015-01-01,0
"21194","tsibble",2015-02-01,0
"21195","tsibble",2015-03-01,0
"21196","tsibble",2015-04-01,0
"21197","tsibble",2015-05-01,0
"21198","tsibble",2015-06-01,0
"21199","tsibble",2015-07-01,0
"21200","tsibble",2015-08-01,0
"21201","tsibble",2015-09-01,0
"21202","tsibble",2015-10-01,0
"21203","tsibble",2015-11-01,0
"21204","tsibble",2015-12-01,0
"21205","tsibble",2016-01-01,0
"21206","tsibble",2016-02-01,0
"21207","tsibble",2016-03-01,0
"21208","tsibble",2016-04-01,0
"21209","tsibble",2016-05-01,0
"21210","tsibble",2016-06-01,0
"21211","tsibble",2016-07-01,0
"21212","tsibble",2016-08-01,0
"21213","tsibble",2016-09-01,0
"21214","tsibble",2016-10-01,0
"21215","tsibble",2016-11-01,0
"21216","tsibble",2016-12-01,0
"21217","tsibble",2017-01-01,0
"21218","tsibble",2017-02-01,0
"21219","tsibble",2017-03-01,0
"21220","tsibble",2017-04-01,0
"21221","tsibble",2017-05-01,0
"21222","tsibble",2017-06-01,0
"21223","tsibble",2017-07-01,0
"21224","tsibble",2017-08-01,0
"21225","tsibble",2017-09-01,0
"21226","tsibble",2017-10-01,0
"21227","tsibble",2017-11-01,0
"21228","tsibble",2017-12-01,0
"21229","tsibble",2018-01-01,493
"21230","tsibble",2018-02-01,185
"21231","tsibble",2018-03-01,147
"21232","tsibble",2018-04-01,458
"21233","tsibble",2018-05-01,519
"21234","tsibble",2018-06-01,467
"21235","tsibble",2018-07-01,645
"21236","tsibble",2018-08-01,1486
"21237","tsibble",2018-09-01,1193
"21238","tsibble",2018-10-01,2056
"21239","tsibble",2018-11-01,1707
"21240","tsibble",2018-12-01,3307
"21241","tsibble",2019-01-01,1673
"21242","tsibble",2019-02-01,2319
"21243","tsibble",2019-03-01,2609
"21244","tsibble",2019-04-01,2739
"21245","tsibble",2019-05-01,4490
"21246","tsibble",2019-06-01,3703
"21247","tsibble",2019-07-01,3461
"21248","tsibble",2019-08-01,1679
"21249","tsibbledata",2012-10-01,0
"21250","tsibbledata",2012-11-01,0
"21251","tsibbledata",2012-12-01,0
"21252","tsibbledata",2013-01-01,0
"21253","tsibbledata",2013-02-01,0
"21254","tsibbledata",2013-03-01,0
"21255","tsibbledata",2013-04-01,0
"21256","tsibbledata",2013-05-01,0
"21257","tsibbledata",2013-06-01,0
"21258","tsibbledata",2013-07-01,0
"21259","tsibbledata",2013-08-01,0
"21260","tsibbledata",2013-09-01,0
"21261","tsibbledata",2013-10-01,0
"21262","tsibbledata",2013-11-01,0
"21263","tsibbledata",2013-12-01,0
"21264","tsibbledata",2014-01-01,0
"21265","tsibbledata",2014-02-01,0
"21266","tsibbledata",2014-03-01,0
"21267","tsibbledata",2014-04-01,0
"21268","tsibbledata",2014-05-01,0
"21269","tsibbledata",2014-06-01,0
"21270","tsibbledata",2014-07-01,0
"21271","tsibbledata",2014-08-01,0
"21272","tsibbledata",2014-09-01,0
"21273","tsibbledata",2014-10-01,0
"21274","tsibbledata",2014-11-01,0
"21275","tsibbledata",2014-12-01,0
"21276","tsibbledata",2015-01-01,0
"21277","tsibbledata",2015-02-01,0
"21278","tsibbledata",2015-03-01,0
"21279","tsibbledata",2015-04-01,0
"21280","tsibbledata",2015-05-01,0
"21281","tsibbledata",2015-06-01,0
"21282","tsibbledata",2015-07-01,0
"21283","tsibbledata",2015-08-01,0
"21284","tsibbledata",2015-09-01,0
"21285","tsibbledata",2015-10-01,0
"21286","tsibbledata",2015-11-01,0
"21287","tsibbledata",2015-12-01,0
"21288","tsibbledata",2016-01-01,0
"21289","tsibbledata",2016-02-01,0
"21290","tsibbledata",2016-03-01,0
"21291","tsibbledata",2016-04-01,0
"21292","tsibbledata",2016-05-01,0
"21293","tsibbledata",2016-06-01,0
"21294","tsibbledata",2016-07-01,0
"21295","tsibbledata",2016-08-01,0
"21296","tsibbledata",2016-09-01,0
"21297","tsibbledata",2016-10-01,0
"21298","tsibbledata",2016-11-01,0
"21299","tsibbledata",2016-12-01,0
"21300","tsibbledata",2017-01-01,0
"21301","tsibbledata",2017-02-01,0
"21302","tsibbledata",2017-03-01,0
"21303","tsibbledata",2017-04-01,0
"21304","tsibbledata",2017-05-01,0
"21305","tsibbledata",2017-06-01,0
"21306","tsibbledata",2017-07-01,0
"21307","tsibbledata",2017-08-01,0
"21308","tsibbledata",2017-09-01,0
"21309","tsibbledata",2017-10-01,0
"21310","tsibbledata",2017-11-01,0
"21311","tsibbledata",2017-12-01,0
"21312","tsibbledata",2018-01-01,0
"21313","tsibbledata",2018-02-01,0
"21314","tsibbledata",2018-03-01,0
"21315","tsibbledata",2018-04-01,0
"21316","tsibbledata",2018-05-01,0
"21317","tsibbledata",2018-06-01,0
"21318","tsibbledata",2018-07-01,0
"21319","tsibbledata",2018-08-01,0
"21320","tsibbledata",2018-09-01,0
"21321","tsibbledata",2018-10-01,0
"21322","tsibbledata",2018-11-01,0
"21323","tsibbledata",2018-12-01,0
"21324","tsibbledata",2019-01-01,0
"21325","tsibbledata",2019-02-01,0
"21326","tsibbledata",2019-03-01,0
"21327","tsibbledata",2019-04-01,0
"21328","tsibbledata",2019-05-01,0
"21329","tsibbledata",2019-06-01,358
"21330","tsibbledata",2019-07-01,618
"21331","tsibbledata",2019-08-01,196
"21332","tsintermittent",2012-10-01,0
"21333","tsintermittent",2012-11-01,0
"21334","tsintermittent",2012-12-01,0
"21335","tsintermittent",2013-01-01,0
"21336","tsintermittent",2013-02-01,0
"21337","tsintermittent",2013-03-01,0
"21338","tsintermittent",2013-04-01,0
"21339","tsintermittent",2013-05-01,0
"21340","tsintermittent",2013-06-01,0
"21341","tsintermittent",2013-07-01,0
"21342","tsintermittent",2013-08-01,0
"21343","tsintermittent",2013-09-01,0
"21344","tsintermittent",2013-10-01,0
"21345","tsintermittent",2013-11-01,0
"21346","tsintermittent",2013-12-01,0
"21347","tsintermittent",2014-01-01,0
"21348","tsintermittent",2014-02-01,0
"21349","tsintermittent",2014-03-01,0
"21350","tsintermittent",2014-04-01,0
"21351","tsintermittent",2014-05-01,0
"21352","tsintermittent",2014-06-01,44
"21353","tsintermittent",2014-07-01,301
"21354","tsintermittent",2014-08-01,403
"21355","tsintermittent",2014-09-01,275
"21356","tsintermittent",2014-10-01,451
"21357","tsintermittent",2014-11-01,434
"21358","tsintermittent",2014-12-01,361
"21359","tsintermittent",2015-01-01,406
"21360","tsintermittent",2015-02-01,328
"21361","tsintermittent",2015-03-01,427
"21362","tsintermittent",2015-04-01,497
"21363","tsintermittent",2015-05-01,325
"21364","tsintermittent",2015-06-01,372
"21365","tsintermittent",2015-07-01,873
"21366","tsintermittent",2015-08-01,2271
"21367","tsintermittent",2015-09-01,2237
"21368","tsintermittent",2015-10-01,2113
"21369","tsintermittent",2015-11-01,1904
"21370","tsintermittent",2015-12-01,1610
"21371","tsintermittent",2016-01-01,2129
"21372","tsintermittent",2016-02-01,2266
"21373","tsintermittent",2016-03-01,3708
"21374","tsintermittent",2016-04-01,3529
"21375","tsintermittent",2016-05-01,7549
"21376","tsintermittent",2016-06-01,10610
"21377","tsintermittent",2016-07-01,11047
"21378","tsintermittent",2016-08-01,5920
"21379","tsintermittent",2016-09-01,475
"21380","tsintermittent",2016-10-01,437
"21381","tsintermittent",2016-11-01,374
"21382","tsintermittent",2016-12-01,286
"21383","tsintermittent",2017-01-01,344
"21384","tsintermittent",2017-02-01,368
"21385","tsintermittent",2017-03-01,384
"21386","tsintermittent",2017-04-01,536
"21387","tsintermittent",2017-05-01,400
"21388","tsintermittent",2017-06-01,364
"21389","tsintermittent",2017-07-01,409
"21390","tsintermittent",2017-08-01,322
"21391","tsintermittent",2017-09-01,372
"21392","tsintermittent",2017-10-01,344
"21393","tsintermittent",2017-11-01,344
"21394","tsintermittent",2017-12-01,234
"21395","tsintermittent",2018-01-01,339
"21396","tsintermittent",2018-02-01,299
"21397","tsintermittent",2018-03-01,369
"21398","tsintermittent",2018-04-01,409
"21399","tsintermittent",2018-05-01,441
"21400","tsintermittent",2018-06-01,352
"21401","tsintermittent",2018-07-01,435
"21402","tsintermittent",2018-08-01,356
